2.748836999999999975e+00 2.348837000000000064e+00 1.735699200000000175e+01
2.748836999999999975e+00 2.446511999999999798e+00 1.128650700000000029e+01
2.748836999999999975e+00 2.544185999999999837e+00 7.072880506887784691e+00
2.748836999999999975e+00 2.641859999999999875e+00 4.458144010241781530e+00
2.748836999999999975e+00 2.739535000000000053e+00 3.349717721874682752e+00
2.748836999999999975e+00 2.837209000000000092e+00 3.240444036692124996e+00
2.748836999999999975e+00 2.934883999999999826e+00 3.225853157920674619e+00
2.748836999999999975e+00 3.032557999999999865e+00 3.389557834962850791e+00
2.748836999999999975e+00 3.130233000000000043e+00 3.655244297464248504e+00
2.748836999999999975e+00 3.227907000000000082e+00 4.208787487821791018e+00
2.748836999999999975e+00 3.325581000000000120e+00 4.606728445243017944e+00
2.748836999999999975e+00 3.423255999999999855e+00 4.796857156643994813e+00
2.748836999999999975e+00 3.520929999999999893e+00 5.569567626830945528e+00
2.748836999999999975e+00 3.618605000000000071e+00 5.946347467782857166e+00
2.748836999999999975e+00 3.716279000000000110e+00 6.038933341089773421e+00
2.748836999999999975e+00 3.813953000000000149e+00 6.177371289646885089e+00
2.748836999999999975e+00 3.911627999999999883e+00 6.027478334794651005e+00
2.748836999999999975e+00 4.009301999999999921e+00 5.536921605197093754e+00
2.748836999999999975e+00 4.106976999999999656e+00 5.182274235268735652e+00
2.748836999999999975e+00 4.204651000000000138e+00 5.116045416239806798e+00
2.748836999999999975e+00 4.302325999999999873e+00 5.120620405942943876e+00
2.748836999999999975e+00 4.400000000000000355e+00 5.103595058975695764e+00
2.748836999999999975e+00 4.497673999999999950e+00 5.120799929455344568e+00
2.748836999999999975e+00 4.595348999999999684e+00 5.174312323372305400e+00
2.748836999999999975e+00 4.693023000000000167e+00 5.238097186111019710e+00
2.748836999999999975e+00 4.790697999999999901e+00 5.281956355732745578e+00
2.748836999999999975e+00 4.888372000000000384e+00 5.285456585768031346e+00
2.748836999999999975e+00 4.986047000000000118e+00 5.192417549936649834e+00
2.748836999999999975e+00 5.083720999999999712e+00 5.070369771466459952e+00
2.748836999999999975e+00 5.181395000000000195e+00 4.914062487294188486e+00
2.748836999999999975e+00 5.279069999999999929e+00 4.798304316478251508e+00
2.748836999999999975e+00 5.376744000000000412e+00 4.719722381527517996e+00
2.748836999999999975e+00 5.474419000000000146e+00 4.696830757516821109e+00
2.748836999999999975e+00 5.572092999999999741e+00 4.686142773361154923e+00
2.748836999999999975e+00 5.669767000000000223e+00 4.711020866440918553e+00
2.748836999999999975e+00 5.767441999999999958e+00 4.797347605217808564e+00
2.748836999999999975e+00 5.865116000000000440e+00 4.915359336365028753e+00
2.748836999999999975e+00 5.962791000000000174e+00 5.066389654097903872e+00
2.748836999999999975e+00 6.060464999999999769e+00 5.256787696198884419e+00
2.748836999999999975e+00 6.158140000000000391e+00 5.536977724001584278e+00
2.748836999999999975e+00 6.255813999999999986e+00 5.896096819575015857e+00
2.748836999999999975e+00 6.353487999999999580e+00 6.238264861647792259e+00
2.748836999999999975e+00 6.451163000000000203e+00 6.509096000000000437e+00
2.846512000000000153e+00 2.348837000000000064e+00 1.649054399999999987e+01
2.846512000000000153e+00 2.446511999999999798e+00 1.011684799999999917e+01
2.846512000000000153e+00 2.544185999999999837e+00 5.885654466402201024e+00
2.846512000000000153e+00 2.641859999999999875e+00 3.099041800271912450e+00
2.846512000000000153e+00 2.739535000000000053e+00 2.212542306211688015e+00
2.846512000000000153e+00 2.837209000000000092e+00 1.955312973858752912e+00
2.846512000000000153e+00 2.934883999999999826e+00 1.934045215647387295e+00
2.846512000000000153e+00 3.032557999999999865e+00 2.128379307364632211e+00
2.846512000000000153e+00 3.130233000000000043e+00 2.509557256513957668e+00
2.846512000000000153e+00 3.227907000000000082e+00 3.025196756782470686e+00
2.846512000000000153e+00 3.325581000000000120e+00 3.522111317459568625e+00
2.846512000000000153e+00 3.423255999999999855e+00 3.684446162970681726e+00
2.846512000000000153e+00 3.520929999999999893e+00 4.282608265408114789e+00
2.846512000000000153e+00 3.618605000000000071e+00 4.651331594874616115e+00
2.846512000000000153e+00 3.716279000000000110e+00 4.835360860553194584e+00
2.846512000000000153e+00 3.813953000000000149e+00 5.208811008203284132e+00
2.846512000000000153e+00 3.911627999999999883e+00 5.124559951233585764e+00
2.846512000000000153e+00 4.009301999999999921e+00 4.651465983847018038e+00
2.846512000000000153e+00 4.106976999999999656e+00 4.443859631556279055e+00
2.846512000000000153e+00 4.204651000000000138e+00 4.307202261519744724e+00
2.846512000000000153e+00 4.302325999999999873e+00 4.353490648429929166e+00
2.846512000000000153e+00 4.400000000000000355e+00 4.283456768079787480e+00
2.846512000000000153e+00 4.497673999999999950e+00 4.212347609442680607e+00
2.846512000000000153e+00 4.595348999999999684e+00 4.242350365564846015e+00
2.846512000000000153e+00 4.693023000000000167e+00 4.247890302076918090e+00
2.846512000000000153e+00 4.790697999999999901e+00 4.309309601668886103e+00
2.846512000000000153e+00 4.888372000000000384e+00 4.305053601817242281e+00
2.846512000000000153e+00 4.986047000000000118e+00 4.274264261114765873e+00
2.846512000000000153e+00 5.083720999999999712e+00 4.200226911473656344e+00
2.846512000000000153e+00 5.181395000000000195e+00 4.054332077777196730e+00
2.846512000000000153e+00 5.279069999999999929e+00 3.794236772904767463e+00
2.846512000000000153e+00 5.376744000000000412e+00 3.578651817189573592e+00
2.846512000000000153e+00 5.474419000000000146e+00 3.430825387535300308e+00
2.846512000000000153e+00 5.572092999999999741e+00 3.412708851957425793e+00
2.846512000000000153e+00 5.669767000000000223e+00 3.394789509523434390e+00
2.846512000000000153e+00 5.767441999999999958e+00 3.460023498366552985e+00
2.846512000000000153e+00 5.865116000000000440e+00 3.587612157213641240e+00
2.846512000000000153e+00 5.962791000000000174e+00 3.777750292403567300e+00
2.846512000000000153e+00 6.060464999999999769e+00 4.011849657347269726e+00
2.846512000000000153e+00 6.158140000000000391e+00 4.258530132761336517e+00
2.846512000000000153e+00 6.255813999999999986e+00 4.498011447303667865e+00
2.846512000000000153e+00 6.353487999999999580e+00 4.712854078641214528e+00
2.846512000000000153e+00 6.451163000000000203e+00 5.010099849019837848e+00
2.944186000000000192e+00 2.348837000000000064e+00 1.526459400000000066e+01
2.944186000000000192e+00 2.446511999999999798e+00 9.275454341628645238e+00
2.944186000000000192e+00 2.544185999999999837e+00 5.072776420803592146e+00
2.944186000000000192e+00 2.641859999999999875e+00 2.196863578135797468e+00
2.944186000000000192e+00 2.739535000000000053e+00 1.517183197465577393e+00
2.944186000000000192e+00 2.837209000000000092e+00 1.160997093298732352e+00
2.944186000000000192e+00 2.934883999999999826e+00 1.141510439143196720e+00
2.944186000000000192e+00 3.032557999999999865e+00 1.366592455579727527e+00
2.944186000000000192e+00 3.130233000000000043e+00 1.754370158762014853e+00
2.944186000000000192e+00 3.227907000000000082e+00 2.219671332627783045e+00
2.944186000000000192e+00 3.325581000000000120e+00 2.633001596701539881e+00
2.944186000000000192e+00 3.423255999999999855e+00 3.111525523626049505e+00
2.944186000000000192e+00 3.520929999999999893e+00 3.622026133834474138e+00
2.944186000000000192e+00 3.618605000000000071e+00 3.967987049214038109e+00
2.944186000000000192e+00 3.716279000000000110e+00 4.276869228797622213e+00
2.944186000000000192e+00 3.813953000000000149e+00 4.426712108546968949e+00
2.944186000000000192e+00 3.911627999999999883e+00 4.404844178659040210e+00
2.944186000000000192e+00 4.009301999999999921e+00 4.187300450940362850e+00
2.944186000000000192e+00 4.106976999999999656e+00 3.980669499824333712e+00
2.944186000000000192e+00 4.204651000000000138e+00 3.932067825228457991e+00
2.944186000000000192e+00 4.302325999999999873e+00 3.910598636247136994e+00
2.944186000000000192e+00 4.400000000000000355e+00 3.873280903291771438e+00
2.944186000000000192e+00 4.497673999999999950e+00 3.756394252007797974e+00
2.944186000000000192e+00 4.595348999999999684e+00 3.727822047571873298e+00
2.944186000000000192e+00 4.693023000000000167e+00 3.764453749628142276e+00
2.944186000000000192e+00 4.790697999999999901e+00 3.733817561807043717e+00
2.944186000000000192e+00 4.888372000000000384e+00 3.739863354652705141e+00
2.944186000000000192e+00 4.986047000000000118e+00 3.636264600482242315e+00
2.944186000000000192e+00 5.083720999999999712e+00 3.497491724088021670e+00
2.944186000000000192e+00 5.181395000000000195e+00 3.345832727466145684e+00
2.944186000000000192e+00 5.279069999999999929e+00 3.195583487718458571e+00
2.944186000000000192e+00 5.376744000000000412e+00 2.983088156012748016e+00
2.944186000000000192e+00 5.474419000000000146e+00 2.844773192944195728e+00
2.944186000000000192e+00 5.572092999999999741e+00 2.799874782519751193e+00
2.944186000000000192e+00 5.669767000000000223e+00 2.816628072606839339e+00
2.944186000000000192e+00 5.767441999999999958e+00 2.880082527431383710e+00
2.944186000000000192e+00 5.865116000000000440e+00 2.998711027043484023e+00
2.944186000000000192e+00 5.962791000000000174e+00 3.152875683204371171e+00
2.944186000000000192e+00 6.060464999999999769e+00 3.354369748654022487e+00
2.944186000000000192e+00 6.158140000000000391e+00 3.614793508983268566e+00
2.944186000000000192e+00 6.255813999999999986e+00 3.888085325657087310e+00
2.944186000000000192e+00 6.353487999999999580e+00 4.128215572494212893e+00
2.944186000000000192e+00 6.451163000000000203e+00 4.367135199734676121e+00
3.041859999999999786e+00 2.348837000000000064e+00 1.493714300000000073e+01
3.041859999999999786e+00 2.446511999999999798e+00 8.793587748202675414e+00
3.041859999999999786e+00 2.544185999999999837e+00 4.574864832869963038e+00
3.041859999999999786e+00 2.641859999999999875e+00 1.787998024254747520e+00
3.041859999999999786e+00 2.739535000000000053e+00 1.059426939761735298e+00
3.041859999999999786e+00 2.837209000000000092e+00 7.516012363173132371e-01
3.041859999999999786e+00 2.934883999999999826e+00 7.261794844068560906e-01
3.041859999999999786e+00 3.032557999999999865e+00 9.089972676876882929e-01
3.041859999999999786e+00 3.130233000000000043e+00 1.267425118319586375e+00
3.041859999999999786e+00 3.227907000000000082e+00 1.756820349457889563e+00
3.041859999999999786e+00 3.325581000000000120e+00 2.261551318346050721e+00
3.041859999999999786e+00 3.423255999999999855e+00 2.700854418676314594e+00
3.041859999999999786e+00 3.520929999999999893e+00 3.210674121627789646e+00
3.041859999999999786e+00 3.618605000000000071e+00 3.539243813474882927e+00
3.041859999999999786e+00 3.716279000000000110e+00 3.830625968071544207e+00
3.041859999999999786e+00 3.813953000000000149e+00 4.041134665266838510e+00
3.041859999999999786e+00 3.911627999999999883e+00 4.054142697408494200e+00
3.041859999999999786e+00 4.009301999999999921e+00 3.860561599260357468e+00
3.041859999999999786e+00 4.106976999999999656e+00 3.704041510531070003e+00
3.041859999999999786e+00 4.204651000000000138e+00 3.695863043686276939e+00
3.041859999999999786e+00 4.302325999999999873e+00 3.669843867036288287e+00
3.041859999999999786e+00 4.400000000000000355e+00 3.581383047435664935e+00
3.041859999999999786e+00 4.497673999999999950e+00 3.474781324731250010e+00
3.041859999999999786e+00 4.595348999999999684e+00 3.403773539966362449e+00
3.041859999999999786e+00 4.693023000000000167e+00 3.405235678585871284e+00
3.041859999999999786e+00 4.790697999999999901e+00 3.390371010147660513e+00
3.041859999999999786e+00 4.888372000000000384e+00 3.348148265841530247e+00
3.041859999999999786e+00 4.986047000000000118e+00 3.258989037940274613e+00
3.041859999999999786e+00 5.083720999999999712e+00 3.110809367719866714e+00
3.041859999999999786e+00 5.181395000000000195e+00 2.924154763711875660e+00
3.041859999999999786e+00 5.279069999999999929e+00 2.755730959743807773e+00
3.041859999999999786e+00 5.376744000000000412e+00 2.574347137931184193e+00
3.041859999999999786e+00 5.474419000000000146e+00 2.469579833824901982e+00
3.041859999999999786e+00 5.572092999999999741e+00 2.432225619750646217e+00
3.041859999999999786e+00 5.669767000000000223e+00 2.440039222225408366e+00
3.041859999999999786e+00 5.767441999999999958e+00 2.501644213290774132e+00
3.041859999999999786e+00 5.865116000000000440e+00 2.602149209698858101e+00
3.041859999999999786e+00 5.962791000000000174e+00 2.743120218624326867e+00
3.041859999999999786e+00 6.060464999999999769e+00 2.920995936752262878e+00
3.041859999999999786e+00 6.158140000000000391e+00 3.195464019030310965e+00
3.041859999999999786e+00 6.255813999999999986e+00 3.485908266158673996e+00
3.041859999999999786e+00 6.353487999999999580e+00 3.791085574273807879e+00
3.041859999999999786e+00 6.451163000000000203e+00 4.054165054497914866e+00
3.139534999999999965e+00 2.348837000000000064e+00 1.439386052255574278e+01
3.139534999999999965e+00 2.446511999999999798e+00 8.449027978820648599e+00
3.139534999999999965e+00 2.544185999999999837e+00 4.256729041416662085e+00
3.139534999999999965e+00 2.641859999999999875e+00 1.455220999823708894e+00
3.139534999999999965e+00 2.739535000000000053e+00 7.657784710817736595e-01
3.139534999999999965e+00 2.837209000000000092e+00 4.739951301408495965e-01
3.139534999999999965e+00 2.934883999999999826e+00 4.558361037792053594e-01
3.139534999999999965e+00 3.032557999999999865e+00 6.438426205237846034e-01
3.139534999999999965e+00 3.130233000000000043e+00 9.916873396748684399e-01
3.139534999999999965e+00 3.227907000000000082e+00 1.457929147757930366e+00
3.139534999999999965e+00 3.325581000000000120e+00 1.975552623316460199e+00
3.139534999999999965e+00 3.423255999999999855e+00 2.467253402847987331e+00
3.139534999999999965e+00 3.520929999999999893e+00 2.858973754200675899e+00
3.139534999999999965e+00 3.618605000000000071e+00 3.299273936722158851e+00
3.139534999999999965e+00 3.716279000000000110e+00 3.607701216301180125e+00
3.139534999999999965e+00 3.813953000000000149e+00 3.788920842260345978e+00
3.139534999999999965e+00 3.911627999999999883e+00 3.795770548279676859e+00
3.139534999999999965e+00 4.009301999999999921e+00 3.712658951067513868e+00
3.139534999999999965e+00 4.106976999999999656e+00 3.583594591942922847e+00
3.139534999999999965e+00 4.204651000000000138e+00 3.534566780348082915e+00
3.139534999999999965e+00 4.302325999999999873e+00 3.515216990540825037e+00
3.139534999999999965e+00 4.400000000000000355e+00 3.444892660371873916e+00
3.139534999999999965e+00 4.497673999999999950e+00 3.334447043060077220e+00
3.139534999999999965e+00 4.595348999999999684e+00 3.251743844577010378e+00
3.139534999999999965e+00 4.693023000000000167e+00 3.182699248956019744e+00
3.139534999999999965e+00 4.790697999999999901e+00 3.155958961008877850e+00
3.139534999999999965e+00 4.888372000000000384e+00 3.108153466581804025e+00
3.139534999999999965e+00 4.986047000000000118e+00 3.056424405544987621e+00
3.139534999999999965e+00 5.083720999999999712e+00 2.802304036492181183e+00
3.139534999999999965e+00 5.181395000000000195e+00 2.602293126170039272e+00
3.139534999999999965e+00 5.279069999999999929e+00 2.448505808856808130e+00
3.139534999999999965e+00 5.376744000000000412e+00 2.323059354798473919e+00
3.139534999999999965e+00 5.474419000000000146e+00 2.232928785499389335e+00
3.139534999999999965e+00 5.572092999999999741e+00 2.208185099007117458e+00
3.139534999999999965e+00 5.669767000000000223e+00 2.206082379260742243e+00
3.139534999999999965e+00 5.767441999999999958e+00 2.251178551528930427e+00
3.139534999999999965e+00 5.865116000000000440e+00 2.340950358870571790e+00
3.139534999999999965e+00 5.962791000000000174e+00 2.479473551737868320e+00
3.139534999999999965e+00 6.060464999999999769e+00 2.666264681880115006e+00
3.139534999999999965e+00 6.158140000000000391e+00 2.916049699535079753e+00
3.139534999999999965e+00 6.255813999999999986e+00 3.214550178509355760e+00
3.139534999999999965e+00 6.353487999999999580e+00 3.563843011954190843e+00
3.139534999999999965e+00 6.451163000000000203e+00 3.867280503711228334e+00
