#X		Y		Free		Pro
2.748837	2.348837	17.356992	0.000000
2.748837	2.446512	11.286507	0.000000
2.748837	2.544186	7.072882	0.000000
2.748837	2.641860	4.429354	0.000006
2.748837	2.739535	3.459050	0.000030
2.748837	2.837209	3.129317	0.000053
2.748837	2.934884	3.163911	0.000050
2.748837	3.032558	3.416160	0.000032
2.748837	3.130233	3.752552	0.000018
2.748837	3.227907	4.208887	0.000009
2.748837	3.325581	4.641835	0.000004
2.748837	3.423256	4.847729	0.000003
2.748837	3.520930	5.515297	0.000001
2.748837	3.618605	6.054381	0.000000
2.748837	3.716279	5.966111	0.000000
2.748837	3.813953	6.235257	0.000000
2.748837	3.911628	6.113154	0.000000
2.748837	4.009302	5.597771	0.000001
2.748837	4.106977	5.152322	0.000002
2.748837	4.204651	4.990865	0.000002
2.748837	4.302326	5.117296	0.000002
2.748837	4.400000	5.000968	0.000002
2.748837	4.497674	5.024713	0.000002
2.748837	4.595349	5.130352	0.000002
2.748837	4.693023	5.280245	0.000001
2.748837	4.790698	5.437873	0.000001
2.748837	4.888372	5.490220	0.000001
2.748837	4.986047	5.261561	0.000001
2.748837	5.083721	5.099033	0.000002
2.748837	5.181395	4.897955	0.000003
2.748837	5.279070	4.718912	0.000004
2.748837	5.376744	4.543298	0.000005
2.748837	5.474419	4.659885	0.000004
2.748837	5.572093	4.670769	0.000004
2.748837	5.669767	4.639920	0.000004
2.748837	5.767442	4.866195	0.000003
2.748837	5.865116	4.987500	0.000002
2.748837	5.962791	5.066018	0.000002
2.748837	6.060465	5.171556	0.000002
2.748837	6.158140	5.516760	0.000001
2.748837	6.255814	5.944370	0.000000
2.748837	6.353488	6.223274	0.000000
2.748837	6.451163	6.509096	0.000000

2.846512	2.348837	16.490544	0.000000
2.846512	2.446512	10.116848	0.000000
2.846512	2.544186	5.885655	0.000001
2.846512	2.641860	3.082545	0.000057
2.846512	2.739535	2.126855	0.000283
2.846512	2.837209	1.881703	0.000426
2.846512	2.934884	1.957458	0.000375
2.846512	3.032558	2.205393	0.000248
2.846512	3.130233	2.538544	0.000142
2.846512	3.227907	2.962520	0.000070
2.846512	3.325581	3.508679	0.000028
2.846512	3.423256	3.591459	0.000024
2.846512	3.520930	4.204999	0.000009
2.846512	3.618605	4.627676	0.000004
2.846512	3.716279	4.861366	0.000003
2.846512	3.813953	5.423457	0.000001
2.846512	3.911628	5.275469	0.000001
2.846512	4.009302	4.667411	0.000004
2.846512	4.106977	4.328563	0.000007
2.846512	4.204651	4.140517	0.000010
2.846512	4.302326	4.359496	0.000007
2.846512	4.400000	4.274722	0.000008
2.846512	4.497674	4.100206	0.000010
2.846512	4.595349	4.217052	0.000008
2.846512	4.693023	4.206467	0.000009
2.846512	4.790698	4.408797	0.000006
2.846512	4.888372	4.437867	0.000006
2.846512	4.986047	4.426848	0.000006
2.846512	5.083721	4.270630	0.000008
2.846512	5.181395	4.030871	0.000012
2.846512	5.279070	3.774684	0.000018
2.846512	5.376744	3.559465	0.000026
2.846512	5.474419	3.307976	0.000039
2.846512	5.572093	3.394121	0.000034
2.846512	5.669767	3.325594	0.000038
2.846512	5.767442	3.453631	0.000031
2.846512	5.865116	3.635319	0.000022
2.846512	5.962791	3.828703	0.000016
2.846512	6.060465	4.027831	0.000012
2.846512	6.158140	4.264235	0.000008
2.846512	6.255814	4.503653	0.000005
2.846512	6.353488	4.652895	0.000004
2.846512	6.451163	5.022673	0.000002

2.944186	2.348837	15.264594	0.000000
2.944186	2.446512	9.252743	0.000000
2.944186	2.544186	5.070154	0.000002
2.944186	2.641860	2.289259	0.000215
2.944186	2.739535	1.317810	0.001098
2.944186	2.837209	1.094077	0.001597
2.944186	2.934884	1.167604	0.001412
2.944186	3.032558	1.415006	0.000932
2.944186	3.130233	1.758086	0.000524
2.944186	3.227907	2.242653	0.000233
2.944186	3.325581	2.571560	0.000134
2.944186	3.423256	3.016943	0.000063
2.944186	3.520930	3.570571	0.000025
2.944186	3.618605	3.920319	0.000014
2.944186	3.716279	4.332848	0.000007
2.944186	3.813953	4.633093	0.000004
2.944186	3.911628	4.636389	0.000004
2.944186	4.009302	4.218493	0.000008
2.944186	4.106977	3.816915	0.000017
2.944186	4.204651	3.804429	0.000017
2.944186	4.302326	3.893905	0.000015
2.944186	4.400000	3.922092	0.000014
2.944186	4.497674	3.558903	0.000026
2.944186	4.595349	3.548401	0.000026
2.944186	4.693023	3.774040	0.000018
2.944186	4.790698	3.740380	0.000019
2.944186	4.888372	3.889195	0.000015
2.944186	4.986047	3.710882	0.000020
2.944186	5.083721	3.511154	0.000028
2.944186	5.181395	3.327127	0.000038
2.944186	5.279070	3.184368	0.000048
2.944186	5.376744	2.886628	0.000079
2.944186	5.474419	2.664077	0.000115
2.944186	5.572093	2.648933	0.000118
2.944186	5.669767	2.742446	0.000101
2.944186	5.767442	2.869779	0.000081
2.944186	5.865116	3.092434	0.000056
2.944186	5.962791	3.192942	0.000047
2.944186	6.060465	3.289556	0.000040
2.944186	6.158140	3.620364	0.000023
2.944186	6.255814	3.943748	0.000013
2.944186	6.353488	4.101383	0.000010
2.944186	6.451163	4.288516	0.000008

3.041860	2.348837	14.937143	0.000000
3.041860	2.446512	8.796476	0.000000
3.041860	2.544186	4.600773	0.000004
3.041860	2.641860	1.882305	0.000426
3.041860	2.739535	0.920038	0.002139
3.041860	2.837209	0.694502	0.003123
3.041860	2.934884	0.771626	0.002744
3.041860	3.032558	0.963532	0.001989
3.041860	3.130233	1.282460	0.001165
3.041860	3.227907	1.748570	0.000533
3.041860	3.325581	2.244318	0.000232
3.041860	3.423256	2.702553	0.000108
3.041860	3.520930	3.171983	0.000049
3.041860	3.618605	3.473008	0.000030
3.041860	3.716279	3.849881	0.000016
3.041860	3.813953	4.233255	0.000008
3.041860	3.911628	4.270212	0.000008
3.041860	4.009302	3.837005	0.000016
3.041860	4.106977	3.485143	0.000029
3.041860	4.204651	3.596989	0.000024
3.041860	4.302326	3.689711	0.000021
3.041860	4.400000	3.520695	0.000027
3.041860	4.497674	3.240928	0.000044
3.041860	4.595349	3.104077	0.000055
3.041860	4.693023	3.312492	0.000039
3.041860	4.790698	3.453444	0.000031
3.041860	4.888372	3.494733	0.000028
3.041860	4.986047	3.386074	0.000034
3.041860	5.083721	3.156908	0.000050
3.041860	5.181395	2.948758	0.000071
3.041860	5.279070	2.812896	0.000089
3.041860	5.376744	2.524217	0.000145
3.041860	5.474419	2.329705	0.000201
3.041860	5.572093	2.356595	0.000192
3.041860	5.669767	2.423747	0.000172
3.041860	5.767442	2.591580	0.000130
3.041860	5.865116	2.728404	0.000103
3.041860	5.962791	2.792588	0.000092
3.041860	6.060465	2.751475	0.000099
